178.76	1809.23
179.14	1809.23
179.52	1809.23
179.90	1722.63
180.28	10324.10
180.66	5900.49
181.04	7913.35
181.42	7075.44
181.80	6069.01
182.18	10256.23
182.55	5708.57
182.93	7028.63
183.31	6736.06
183.69	7693.34
184.07	7831.43
184.45	6604.99
184.83	7007.56
185.21	6431.79
185.59	6525.41
185.97	15438.17
186.35	11482.67
186.72	6689.25
187.10	6995.86
187.48	10923.28
187.86	8596.79
188.24	6300.72
188.62	6118.16
189.00	10441.13
189.38	7555.25
189.75	7070.76
190.13	7595.04
190.51	6174.33
190.89	14382.59
191.27	19901.58
191.65	6789.89
192.03	7520.14
192.40	9895.78
192.78	7276.73
193.16	8519.55
193.54	11775.24
193.92	10417.72
194.30	6607.33
194.67	9238.09
195.05	8002.29
195.43	7030.97
195.81	6675.21
196.19	9984.73
196.56	7536.52
196.94	6974.80
197.32	10918.60
197.70	6527.75
198.08	8243.37
198.45	6583.93
198.83	7281.41
199.21	6658.82
199.59	11709.70
199.97	7850.16
200.34	5769.42
200.72	6361.58
201.10	13006.36
201.48	9736.63
201.85	6108.80
202.23	6775.85
202.61	6436.47
202.99	15197.10
203.36	6406.05
203.74	8692.75
204.12	6801.60
204.49	6356.90
204.87	8456.36
205.25	6986.50
205.63	5500.26
206.00	6338.17
206.38	7581.00
206.76	9186.60
207.14	6392.00
207.51	5678.14
207.89	10436.45
208.27	6225.82
208.64	5273.23
209.02	6282.00
209.40	6801.60
209.77	5607.92
210.15	15066.03
210.53	5802.19
210.90	10885.83
211.28	5977.73
211.66	11550.54
212.03	6377.96
212.41	5715.59
212.79	6918.62
213.16	5753.04
213.54	7297.79
213.92	7674.62
214.29	5392.59
214.67	6195.40
215.05	6651.80
215.42	8936.17
215.80	6628.40
216.17	6392.00
216.55	7485.03
216.93	5734.31
217.30	8514.87
217.68	6129.86
218.05	6469.24
218.43	6263.27
218.81	6506.69
219.18	10546.45
219.56	6455.20
219.93	6387.32
220.31	6270.30
220.69	5750.70
221.06	5996.45
221.44	7213.53
221.81	6003.47
222.19	5537.71
222.56	5839.64
222.94	6497.33
223.32	7236.94
223.69	5998.79
224.07	8439.97
224.44	12002.27
224.82	7276.73
225.19	8152.09
225.57	7293.11
225.94	6553.50
226.32	7140.97
226.69	11634.80
227.07	8280.82
227.44	6504.35
227.82	7646.53
228.19	6712.66
228.57	8238.69
228.94	10892.85
229.32	9170.22
229.69	8585.08
230.07	6555.84
230.44	6040.92
230.82	10317.08
231.19	9249.80
231.57	5446.43
231.94	5526.00
232.32	8629.56
232.69	6752.45
233.07	7253.32
233.44	7939.10
233.82	6724.36
234.19	7246.30
234.57	9692.16
234.94	6286.68
235.31	6260.93
235.69	6864.79
236.06	7229.91
236.44	8292.52
236.81	5799.85
237.19	7639.51
237.56	11101.16
237.93	6218.80
238.31	7382.05
238.68	6707.98
239.06	7426.52
239.43	8519.55
239.81	7712.07
240.18	5785.80
240.55	6043.26
240.93	12074.82
241.30	7281.41
241.67	6923.30
242.05	8128.68
242.42	9263.84
242.80	5692.18
243.17	7307.15
243.54	7400.77
243.92	8858.93
244.29	6829.68
244.66	7389.07
245.04	9731.95
245.41	15194.76
245.78	5816.23
246.16	6567.54
246.53	8517.21
246.90	6834.36
247.28	12182.49
247.65	6757.13
248.02	6918.62
248.40	9680.46
248.77	7215.87
249.14	7988.25
249.52	6614.35
249.89	8138.04
250.26	6008.16
250.64	7105.87
251.01	14780.48
251.38	5603.24
251.75	7117.57
252.13	6656.48
252.50	8681.05
252.87	12718.47
253.25	5874.74
253.62	7365.67
253.99	5647.71
254.36	9036.81
254.74	6380.30
255.11	5823.25
255.48	5434.72
255.85	13558.72
256.23	5544.73
256.60	5280.25
256.97	6668.19
257.34	7873.56
257.71	7440.56
258.09	6270.30
258.46	7431.20
258.83	10773.49
259.20	9163.20
259.58	6843.73
