178.76	1767.10
179.14	1767.10
179.52	1767.10
179.90	1638.38
180.28	10883.49
180.66	6179.01
181.04	8313.58
181.42	7356.30
181.80	6026.88
182.18	10808.59
182.55	5774.10
182.93	7379.71
183.31	7016.93
183.69	7831.43
184.07	8276.13
184.45	6998.20
184.83	7431.20
185.21	6502.01
185.59	6670.53
185.97	16180.12
186.35	11819.71
186.72	7021.61
187.10	7190.13
187.48	11468.62
187.86	8929.14
188.24	6520.73
188.62	6293.70
189.00	10824.98
189.38	7801.01
189.75	7433.54
190.13	7840.79
190.51	6279.66
190.89	14925.60
191.27	20566.29
191.65	6902.24
192.03	7742.49
192.40	10317.08
192.78	7510.78
193.16	8697.43
193.54	12308.88
193.92	10750.08
194.30	6672.87
194.67	9327.03
195.05	8320.60
195.43	7311.83
195.81	6925.65
196.19	10761.78
196.56	7740.15
196.94	7293.11
197.32	11391.39
197.70	6436.47
198.08	8557.00
198.45	6726.70
198.83	7412.48
199.21	6619.04
199.59	12077.16
199.97	8095.91
200.34	6001.13
200.72	6567.54
201.10	13642.98
201.48	9982.38
201.85	6455.20
202.23	6902.24
202.61	6502.01
202.99	16072.46
203.36	6579.25
203.74	8945.53
204.12	7215.87
204.49	6619.04
204.87	8720.84
205.25	7129.27
205.63	5795.17
206.00	6450.52
206.38	7829.09
206.76	9652.37
207.14	6590.95
207.51	5947.30
207.89	10764.12
208.27	6218.80
208.64	5554.09
209.02	6532.44
209.40	6906.92
209.77	5748.36
210.15	14345.14
210.53	5825.59
210.90	11061.37
211.28	6179.01
211.66	11943.75
212.03	6452.86
212.41	5863.04
212.79	7148.00
213.16	5984.75
213.54	7602.06
213.92	7838.45
214.29	5577.50
214.67	6586.27
215.05	6752.45
215.42	9177.24
215.80	6705.63
216.17	6661.16
216.55	7705.04
216.93	5713.25
217.30	8746.58
217.68	6251.57
218.05	6619.04
218.43	6579.25
218.81	6672.87
219.18	11082.44
219.56	6609.67
219.93	6588.61
220.31	6445.84
220.69	5860.70
221.06	6085.39
221.44	7632.49
221.81	6207.10
222.19	5743.67
222.56	5989.43
222.94	6832.02
223.32	7501.42
223.69	6307.74
224.07	8664.66
224.44	12437.61
224.82	7517.80
225.19	8166.13
225.57	7428.86
225.94	6633.08
226.32	7302.47
226.69	12177.81
227.07	8606.15
227.44	6736.06
227.82	7719.09
228.19	6930.33
228.57	8528.91
228.94	11639.48
229.32	9525.98
229.69	8805.10
230.07	6836.70
230.44	6083.05
230.82	10951.37
231.19	9320.01
231.57	5593.88
231.94	5703.89
232.32	8950.21
232.69	6707.98
233.07	7391.41
233.44	8196.56
233.82	6930.33
234.19	7412.48
234.57	9923.87
234.94	6413.07
235.31	6707.98
235.69	7225.23
236.06	7433.54
236.44	8596.79
236.81	5839.64
237.19	7803.35
237.56	11632.46
237.93	6401.37
238.31	7763.56
238.68	6815.64
239.06	7611.42
239.43	8739.56
239.81	8173.15
240.18	6008.16
240.55	6120.50
240.93	12884.65
241.30	7616.10
241.67	7122.25
242.05	8561.68
242.42	9540.02
242.80	5820.91
243.17	7864.20
243.54	7779.94
243.92	9142.13
244.29	7014.59
244.66	7494.40
245.04	10019.83
245.41	16091.18
245.78	6061.99
246.16	6705.63
246.53	8767.65
246.90	6906.92
247.28	12765.28
247.65	6970.12
248.02	6986.50
