178.76	1699.23
179.14	1699.23
179.52	1699.23
179.90	1640.72
180.28	11066.05
180.66	6286.68
181.04	8360.39
181.42	7398.43
181.80	6256.25
182.18	11166.70
182.55	5907.51
182.93	7520.14
183.31	7197.15
183.69	8109.96
184.07	8444.65
184.45	7140.97
184.83	7529.50
185.21	6722.02
185.59	6930.33
185.97	16957.18
186.35	12287.81
186.72	7145.66
187.10	7332.90
187.48	11943.75
187.86	9228.73
188.24	6670.53
188.62	6466.90
189.00	11297.77
189.38	8116.98
189.75	7602.06
190.13	8224.64
190.51	6539.46
190.89	15484.98
191.27	21535.27
191.65	7098.84
192.03	8004.63
192.40	10485.60
192.78	7810.37
193.16	8887.01
193.54	12472.71
193.92	11241.59
194.30	6789.89
194.67	9678.12
195.05	8503.17
195.43	7435.88
195.81	7087.14
196.19	10857.75
196.56	7925.05
196.94	7360.98
197.32	12135.68
197.70	6691.59
198.08	8879.99
198.45	6853.09
198.83	7758.88
199.21	6902.24
199.59	12512.50
199.97	8299.54
200.34	6050.28
200.72	6581.59
201.10	14476.21
201.48	10223.46
201.85	6459.88
202.23	7122.25
202.61	6640.10
202.99	16372.05
203.36	6373.28
203.74	9036.81
204.12	7176.08
204.49	6766.49
204.87	8945.53
205.25	7218.21
205.63	5755.38
206.00	6609.67
206.38	8093.57
206.76	9755.35
207.14	6715.00
207.51	6146.25
207.89	11241.59
208.27	6525.41
208.64	5563.45
209.02	6822.66
209.40	7213.53
209.77	5860.70
210.15	15075.39
210.53	6008.16
210.90	11468.62
211.28	6380.30
211.66	12360.37
212.03	6836.70
212.41	5982.41
212.79	7164.38
213.16	6071.35
213.54	7581.00
213.92	7988.25
214.29	5605.58
214.67	6616.69
215.05	6960.75
215.42	9380.87
215.80	6995.86
216.17	6764.15
216.55	8013.99
216.93	5930.92
217.30	9064.89
217.68	6588.61
218.05	6881.18
218.43	6757.13
218.81	6965.43
219.18	11489.69
219.56	6614.35
219.93	6616.69
220.31	6637.76
220.69	6036.24
221.06	6293.70
221.44	7625.47
221.81	6230.51
222.19	5750.70
222.56	6076.03
222.94	6977.14
223.32	7709.72
223.69	6324.13
224.07	9153.84
224.44	12837.84
224.82	7819.73
225.19	8617.85
225.57	7728.45
225.94	6876.49
226.32	7506.10
226.69	12477.40
227.07	8795.73
227.44	6871.81
227.82	8079.53
228.19	7157.36
228.57	8828.50
228.94	11899.28
229.32	9762.37
229.69	9097.66
230.07	6871.81
230.44	6293.70
230.82	11138.61
231.19	9694.50
231.57	5659.42
231.94	5774.10
232.32	9444.06
232.69	6960.75
233.07	7606.74
233.44	8369.76
233.82	7194.81
234.19	7569.29
234.57	10270.27
234.94	6516.05
235.31	6780.53
235.69	7372.69
236.06	7672.28
236.44	8709.13
236.81	5919.21
237.19	7978.89
237.56	11805.66
237.93	6576.91
238.31	7838.45
238.68	7056.72
239.06	7801.01
239.43	8844.88
239.81	8468.06
240.18	6106.46
240.55	6422.43
240.93	12922.10
241.30	7920.37
241.67	7503.76
242.05	8915.10
242.42	9757.69
242.80	5956.66
243.17	7936.76
243.54	7831.43
243.92	9575.13
244.29	7234.60
244.66	7838.45
245.04	10377.94
245.41	16556.95
245.78	6132.20
246.16	6810.96
246.53	9008.72
246.90	7241.62
247.28	13102.32
247.65	7300.13
248.02	7330.56
248.40	10057.28
248.77	7728.45
249.14	8524.23
249.52	6890.54
249.89	8564.02
250.26	6284.34
250.64	7461.63
251.01	15826.70
251.38	5877.09
251.75	7569.29
252.13	6813.30
252.50	9252.14
252.87	13570.43
253.25	5926.24
253.62	8060.80
253.99	5898.15
254.36	9710.88
254.74	6679.89
255.11	6176.67
255.48	5685.16
255.85	14321.74
256.23	5886.45
256.60	5490.90
256.97	6937.35
257.34	8329.97
257.71	7808.03
258.09	6450.52
258.46	7878.24
258.83	11461.60
259.20	10036.22
259.58	7122.25
259.95	7403.11
260.32	9521.30
260.69	5942.62
261.06	11143.29
261.44	6258.59
261.81	13444.04
262.18	7899.31
262.55	6459.88
262.92	7440.56
263.29	6698.61
263.67	5788.14
264.04	6796.92
264.41	7089.48
264.78	6473.92
265.15	10462.19
265.52	12659.96
265.90	7599.72
266.27	6490.31
266.64	5832.62
267.01	5523.66
267.38	8166.13
267.75	6328.81
268.12	5343.44
268.50	7033.31
268.87	6396.68
269.24	6354.55
269.61	7861.86
269.98	8336.99
270.35	8180.17
270.72	6064.33
271.09	7091.82
271.46	6693.93
271.83	8182.51
272.21	9535.34
272.58	6174.33
272.95	6361.58
273.32	7431.20
273.69	7398.43
274.06	5570.48
274.43	6258.59
274.80	7162.04
275.17	8102.93
275.54	15740.10
275.91	7389.07
276.28	7363.33
276.65	7782.28
277.02	11272.02
277.39	6209.44
277.76	6251.57
278.13	8477.42
278.50	8896.38
278.87	10534.75
279.24	9336.40
279.61	8355.71
279.98	9984.73
280.35	6630.74
280.72	7777.60
281.09	7187.79
281.46	7489.71
281.83	6221.14
282.20	7908.67
282.57	6572.22
282.94	7995.27
283.31	6532.44
283.68	8037.40
284.05	5710.91
284.42	5329.40
284.79	7819.73
285.16	8557.00
285.53	7316.51
285.90	7300.13
286.27	15089.43
286.64	5741.33
287.01	6410.73
287.38	8542.96
287.75	59473.01
288.12	8552.32
288.49	17163.15
288.86	6057.31
289.23	6188.38
289.59	6338.17
289.96	5973.05
290.33	6471.58
290.70	6696.27
291.07	8489.12
291.44	7922.71
291.81	6017.52
292.18	7566.95
292.55	6635.42
292.91	12952.52
293.28	8400.18
293.65	10967.75
294.02	7889.95
294.39	5603.24
294.76	7148.00
295.13	7389.07
295.50	7059.06
295.86	7185.44
296.23	6590.95
296.60	6052.63
296.97	6504.35
297.34	7103.53
297.71	9090.64
298.07	7435.88
298.44	5392.59
298.81	8107.62
299.18	7541.21
299.55	10806.25
299.91	7000.54
300.28	7403.11
300.65	5446.43
301.02	7808.03
301.39	8175.49
301.75	13547.02
302.12	8154.43
302.49	7063.74
302.86	10506.66
303.23	7290.77
303.59	5914.53
303.96	17359.75
304.33	9886.42
304.70	15145.61
305.06	6600.31
305.43	10377.94
305.80	8526.57
306.17	8985.32
306.53	6408.39
306.90	9570.45
307.27	7222.89
307.64	10785.19
308.00	6595.63
308.37	6338.17
308.74	12065.46
309.11	8945.53
309.47	6335.83
309.84	5603.24
310.21	7173.74
310.57	7559.93
310.94	6731.38
311.31	7363.33
311.67	7911.01
312.04	5451.11
312.41	9956.64
312.77	8306.56
313.14	6216.46
313.51	6981.82
313.87	6602.65
314.24	6511.37
314.61	6396.68
314.97	6597.97
315.34	7321.20
315.71	5811.55
316.07	9235.75
316.44	5970.71
316.81	8833.18
317.17	6303.06
317.54	15461.58
317.91	6525.41
318.27	5556.43
318.64	6881.18
319.00	8938.51
319.37	5762.40
319.74	9425.34
320.10	9708.54
320.47	6808.62
320.83	10972.43
321.20	6984.16
321.57	5926.24
321.93	6546.48
322.30	7562.27
322.66	6270.30
323.03	8769.99
323.40	7964.84
323.76	6738.40
324.13	6497.33
324.49	5481.53
324.86	18892.80
325.22	7503.76
325.59	7162.04
325.95	8077.19
326.32	9778.76
326.68	9397.25
